	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.800059	0.90738	0.873105	0.878745	0.913463	0.866	0.808598	0.830756	0.837548	0.860889	0.762317	0.955218	0.838579	0.777995	0.843549	0.803422	0.716548	0.994981	0.594979	0.77369	0.867229	0.748758	0.816666	0.802697	0.725564	0.37642	0.826059	0.904956	0.557893	0.515991	0.457297	0.547034	0.726558	0.895788	0.91988	0.851891	0.39719	0.770313	0.737117	0.0	0.775572	0.876676	0.445869	0.776138	0.88113	0.754641	0.566722	0.69248	0.87408	0.731965	0.532081	0.795802	0.801766	1.424761	0.446287	0.813376	0.901254	0.864544	0.618932	1.028318
FL.3.32a.3.281781	0.442377	0.687264	0.621925	0.627821	0.595959	0.5299	0.513748	0.511064	0.56652	0.546363	0.429939	0.715254	0.960523	0.490343	0.443077	0.945766	0.795812	0.933759	0.657331	0.421576	0.468897	0.68029	0.454002	0.430179	0.70766	0.704132	0.549083	0.589246	0.764103	0.659365	0.775537	0.826974	0.595116	0.754172	0.611456	0.421231	0.731346	0.399799	0.369689	0.775572	0.0	0.511994	0.710583	0.390462	0.606784	0.890667	0.786836	0.654102	0.549516	0.509097	0.698117	0.52873	0.468406	1.168385	0.726577	0.505058	0.439196	0.607388	0.525212	0.821178
M11Nstl.140810	0.555439	0.807324	0.720603	0.764435	0.672009	0.707962	0.64034	0.632966	0.697916	0.783895	0.594219	0.840518	1.066199	0.607079	0.490619	1.051442	0.916808	1.039435	0.729473	0.60247	0.668325	0.720824	0.668824	0.603913	0.87619	0.805236	0.668119	0.572972	0.869779	0.792497	0.876641	0.93265	0.588008	0.868188	0.253226	0.519823	0.83245	0.642481	0.661121	0.876676	0.511994	0.0	0.811687	0.6375	0.70646	1.000027	0.892512	0.646994	0.73172	0.645539	0.757145	0.625214	0.659406	1.270179	0.831365	0.655338	0.54911	0.614322	0.620458	0.980982
21.ill.mucosa.WT.676371	0.74512	0.852441	0.818166	0.823806	0.858524	0.811061	0.753659	0.775817	0.782609	0.80595	0.707378	0.900279	0.822422	0.678324	0.76851	0.769143	0.674609	0.962506	0.493422	0.708701	0.81229	0.611045	0.761727	0.747758	0.745211	0.377141	0.77112	0.815335	0.553452	0.447948	0.503656	0.543777	0.580353	0.840849	0.864941	0.796952	0.506849	0.705324	0.684312	0.445869	0.710583	0.811687	0.0	0.721199	0.826191	0.697922	0.457237	0.594703	0.819141	0.677026	0.532096	0.740863	0.746827	1.369822	0.455204	0.758437	0.846315	0.809605	0.543893	0.973379
Calh5.385340	0.459077	0.679418	0.606707	0.582355	0.641229	0.594512	0.477612	0.519642	0.517178	0.552207	0.491949	0.684716	0.956517	0.567355	0.553789	0.94176	0.791806	0.915501	0.693775	0.403948	0.499415	0.703202	0.546774	0.504389	0.708126	0.704698	0.470315	0.674292	0.764669	0.693781	0.776103	0.82754	0.635956	0.731744	0.689322	0.519021	0.7924	0.413647	0.290739	0.776138	0.390462	0.6375	0.721199	0.0	0.628638	0.860615	0.787402	0.694942	0.642288	0.515405	0.723315	0.62204	0.51315	1.221027	0.708861	0.563334	0.539614	0.551558	0.605072	0.865688
CU3258.141544	0.680253	0.505486	0.393021	0.689713	0.678079	0.63898	0.581822	0.734428	0.533508	0.504477	0.575571	0.536938	0.846667	0.673505	0.661671	0.834196	0.699562	0.801079	0.665351	0.644654	0.567197	0.735808	0.552438	0.629315	0.632388	0.738838	0.623123	0.774638	0.657105	0.708579	0.810243	0.719976	0.75985	0.791274	0.790508	0.541785	0.907756	0.687813	0.590835	0.88113	0.606784	0.70646	0.826191	0.628638	0.0	0.785067	0.679838	0.747984	0.619624	0.591009	0.735615	0.730698	0.602318	1.307685	0.854249	0.630438	0.629608	0.539322	0.720428	0.699612
50.col.lumen.TG.676359	0.881354	0.819697	0.777042	0.926492	1.029956	0.990873	0.856345	0.912051	0.883189	0.804298	0.875126	0.867535	0.501634	0.902868	0.960042	0.492687	0.473171	0.788214	0.664062	0.852699	0.951706	0.835905	0.940699	0.915506	0.611789	0.544701	0.9006	1.021449	0.529008	0.64501	0.730584	0.430067	0.844545	1.020661	1.040945	0.926328	0.835011	0.894346	0.85361	0.754641	0.890667	1.000027	0.697922	0.860615	0.785067	0.0	0.473033	0.670213	0.998953	0.844774	0.677778	0.913183	0.926639	1.549634	0.633582	0.938249	1.017747	0.757193	0.824209	0.773095
fut2negative.day56.70.Regular.1004900	0.815895	0.706088	0.671813	0.890009	0.924727	0.877264	0.819862	0.846592	0.77796	0.690689	0.773581	0.753926	0.595387	0.789259	0.854813	0.575912	0.386588	0.708511	0.499957	0.78724	0.878493	0.772376	0.82793	0.813961	0.49028	0.396148	0.827387	0.91622	0.317045	0.487557	0.498571	0.319076	0.74468	0.907052	0.93343	0.863155	0.662194	0.781577	0.750515	0.566722	0.786836	0.892512	0.457237	0.787402	0.679838	0.473033	0.0	0.574908	0.885344	0.743229	0.519631	0.809352	0.81303	1.436025	0.560249	0.82464	0.912518	0.68398	0.67981	0.752712
cf1126.633182	0.705551	0.82668	0.736259	0.852137	0.847995	0.856152	0.753534	0.7347	0.700702	0.790553	0.742409	0.874518	0.788391	0.705091	0.660091	0.791256	0.646746	0.900821	0.582909	0.673032	0.800837	0.600556	0.805138	0.741083	0.629946	0.51316	0.745885	0.674092	0.612529	0.585269	0.682609	0.61811	0.411638	0.88594	0.700248	0.660715	0.764942	0.747895	0.695039	0.69248	0.654102	0.646994	0.594703	0.694942	0.747984	0.670213	0.574908	0.0	0.864232	0.712897	0.518687	0.760246	0.791918	1.414913	0.648903	0.803528	0.666822	0.591188	0.66253	0.923446
6b3f4f4e221ccf8bbfc57e52791ed288	0.639187	0.75473	0.704957	0.672225	0.569967	0.505044	0.626162	0.707608	0.660898	0.644559	0.495009	0.78981	1.052173	0.591319	0.642197	1.039702	0.905068	1.004299	0.786903	0.679686	0.350021	0.788462	0.304918	0.574125	0.820364	0.80264	0.674073	0.778084	0.862611	0.768607	0.874045	0.925482	0.805246	0.803862	0.798124	0.405875	0.829854	0.603995	0.589383	0.87408	0.549516	0.73172	0.819141	0.642288	0.619624	0.998953	0.885344	0.864232	0.0	0.596113	0.806675	0.668434	0.396906	1.213905	0.855579	0.44147	0.595696	0.795454	0.642526	0.88773
42265f3f55dd9c4c9b4feaee53b1f4fc	0.54915	0.583751	0.566094	0.568764	0.621418	0.582335	0.468403	0.608215	0.523517	0.589678	0.368856	0.648071	0.910058	0.562666	0.599538	0.897587	0.762953	0.866756	0.659844	0.554335	0.541658	0.671005	0.526437	0.368242	0.713351	0.660525	0.536826	0.697601	0.720496	0.65555	0.73193	0.783367	0.653911	0.661175	0.717641	0.58139	0.758591	0.522692	0.518358	0.731965	0.509097	0.645539	0.677026	0.515405	0.591009	0.844774	0.743229	0.712897	0.596113	0.0	0.658862	0.587139	0.523799	1.152266	0.70056	0.529711	0.625395	0.625179	0.571263	0.808303
mf2188.633126	0.737226	0.739413	0.705138	0.7945	0.726056	0.781755	0.709865	0.791285	0.682451	0.732996	0.678072	0.751085	0.751658	0.513338	0.650788	0.760599	0.577313	0.848406	0.477576	0.713103	0.799824	0.499175	0.745459	0.730634	0.602125	0.490775	0.731878	0.821481	0.536668	0.436644	0.52581	0.600965	0.583355	0.872291	0.898669	0.784486	0.693155	0.722022	0.671846	0.532081	0.698117	0.757145	0.532096	0.723315	0.735615	0.677778	0.519631	0.518687	0.806675	0.658862	0.0	0.660189	0.734361	1.345134	0.590936	0.729131	0.833849	0.748609	0.623239	0.882209
9f400082bffeb4494d4497ef084ffe94	0.574671	0.743404	0.702591	0.693147	0.610301	0.6381	0.620966	0.651872	0.678062	0.735191	0.509875	0.759382	0.983039	0.496291	0.551947	0.968282	0.833648	1.008215	0.676909	0.624666	0.641139	0.692502	0.605538	0.552771	0.804982	0.724362	0.623745	0.745974	0.782921	0.713445	0.795767	0.84949	0.716884	0.832798	0.752518	0.609041	0.751576	0.611835	0.627289	0.795802	0.52873	0.625214	0.740863	0.62204	0.730698	0.913183	0.809352	0.760246	0.668434	0.587139	0.660189	0.0	0.579022	1.232757	0.753173	0.571858	0.662088	0.746934	0.587684	0.94382
B26.737560	0.566873	0.662568	0.612795	0.580063	0.482333	0.412678	0.507836	0.635294	0.548888	0.578881	0.400913	0.6778	0.979859	0.478523	0.543719	0.967388	0.817434	0.931985	0.735885	0.597098	0.453429	0.716148	0.369422	0.475647	0.765258	0.730326	0.581911	0.70577	0.790297	0.719409	0.801731	0.853168	0.732932	0.731548	0.72581	0.505429	0.75754	0.483297	0.514917	0.801766	0.468406	0.659406	0.746827	0.51315	0.602318	0.926639	0.81303	0.791918	0.396906	0.523799	0.734361	0.579022	0.0	1.141591	0.783265	0.357574	0.542316	0.72314	0.570212	0.861648
75f78e4c6e0dc6e4a62f570c1bc9a339	1.191532	1.310243	1.290736	1.075318	1.24549	1.185403	1.222103	1.255527	1.246839	1.28276	1.107256	1.368257	1.602854	1.186398	1.231936	1.590383	1.455749	1.55498	1.356402	1.252199	1.219966	1.370829	1.163505	1.157232	1.405275	1.353321	1.235586	1.303325	1.413292	1.348346	1.424726	1.476163	1.355927	1.320623	1.336085	1.223996	1.380535	1.179378	1.220296	1.424761	1.168385	1.270179	1.369822	1.221027	1.307685	1.549634	1.436025	1.414913	1.213905	1.152266	1.345134	1.232757	1.141591	0.0	1.40626	1.138947	1.266903	1.340237	1.193207	1.496527
b76ecf3dd46fcab94418c68c6fcd8ada	0.680686	0.888879	0.846224	0.712478	0.886582	0.847499	0.704591	0.711383	0.810667	0.842388	0.730912	0.936717	0.85266	0.740664	0.798238	0.819795	0.698047	0.97629	0.565384	0.644267	0.799952	0.711015	0.796485	0.763752	0.712283	0.396113	0.758782	0.850865	0.567336	0.478602	0.521302	0.490063	0.672467	0.877287	0.884619	0.774574	0.521097	0.740082	0.709396	0.446287	0.726577	0.831365	0.455204	0.708861	0.854249	0.633582	0.560249	0.648903	0.855579	0.70056	0.590936	0.753173	0.783265	1.40626	0.0	0.794875	0.865993	0.797267	0.618885	1.009817
920cce1ef960ffc7343eb5628636a37e	0.580147	0.648122	0.581549	0.538125	0.375691	0.38046	0.50085	0.644142	0.545608	0.617695	0.383597	0.697036	0.991469	0.425309	0.516207	0.978998	0.829044	0.943595	0.745017	0.602798	0.510069	0.694078	0.412882	0.475821	0.78281	0.741936	0.491765	0.71738	0.801907	0.736961	0.813341	0.864778	0.744542	0.743158	0.73742	0.546749	0.76915	0.519099	0.562603	0.813376	0.505058	0.655338	0.758437	0.563334	0.630438	0.938249	0.82464	0.803528	0.44147	0.529711	0.729131	0.571858	0.357574	1.138947	0.794875	0.0	0.5916	0.730948	0.581822	0.885142
bb08145b2a3724c42967dc2dbdab5c3b	0.581701	0.72084	0.615451	0.649703	0.640595	0.47206	0.54225	0.648574	0.442218	0.638751	0.530481	0.683024	1.081633	0.594423	0.510595	1.066876	0.916922	1.040617	0.760913	0.606252	0.502265	0.774598	0.494204	0.538727	0.846548	0.829814	0.601043	0.635748	0.889785	0.799555	0.901219	0.952656	0.60994	0.85269	0.615514	0.406611	0.857028	0.569105	0.531817	0.901254	0.439196	0.54911	0.846315	0.539614	0.629608	1.017747	0.912518	0.666822	0.595696	0.625395	0.833849	0.662088	0.542316	1.266903	0.865993	0.5916	0.0	0.629972	0.6697	0.931596
ME10May08EB1R1.486639	0.579395	0.607952	0.531297	0.745625	0.782871	0.783572	0.639244	0.637162	0.616716	0.596967	0.666145	0.65804	0.855381	0.752575	0.645133	0.840624	0.70599	0.814365	0.707911	0.559868	0.683641	0.805332	0.714798	0.665859	0.676914	0.722252	0.573925	0.718044	0.661247	0.717277	0.793657	0.724118	0.603054	0.829422	0.666744	0.508325	0.89117	0.718001	0.637359	0.864544	0.607388	0.614322	0.809605	0.551558	0.539322	0.757193	0.68398	0.591188	0.795454	0.625179	0.748609	0.746934	0.72314	1.340237	0.797267	0.730948	0.629972	0.0	0.703842	0.782036
4d366f8db0835339ed3c686415599480	0.568505	0.746678	0.712403	0.707679	0.681909	0.634446	0.647896	0.609138	0.676846	0.694701	0.530763	0.794516	0.896253	0.429333	0.550363	0.867244	0.744152	0.897993	0.675107	0.574514	0.635675	0.698114	0.585112	0.571143	0.759002	0.56403	0.654993	0.663352	0.657077	0.591667	0.635435	0.719948	0.556856	0.735086	0.688326	0.620337	0.558168	0.526643	0.604671	0.618932	0.525212	0.620458	0.543893	0.605072	0.720428	0.824209	0.67981	0.66253	0.642526	0.571263	0.623239	0.587684	0.570212	1.193207	0.618885	0.581822	0.6697	0.703842	0.0	0.891788
WT07L.478428	0.888449	0.76659	0.734601	0.955083	0.987515	0.912482	0.884936	0.946934	0.840748	0.697747	0.840941	0.814428	0.636267	0.915913	0.955249	0.71882	0.715714	0.590785	0.856829	0.86846	0.885451	0.994948	0.834888	0.881321	0.747256	0.861854	0.894747	1.044026	0.780737	0.840681	0.965899	0.794648	0.959484	1.011462	1.051556	0.876971	1.079116	0.894639	0.811415	1.028318	0.821178	0.980982	0.973379	0.865688	0.699612	0.773095	0.752712	0.923446	0.88773	0.808303	0.882209	0.94382	0.861648	1.496527	1.009817	0.885142	0.931596	0.782036	0.891788	0.0
