Green_genes11	Green_genes_13_5
434619	434619
43465	568727
434746	434746
436548	415491
437215	426638
4386	4386
43917	43917
439295	541666
439462	439462
43991	113265
440096	440096
44024	52208
440284	539570
442126	442126
442222	897649
442846	442846
4442	4390326
4449	815311
446772	109199
447141	447141
44762	44762
448094	448094
450645	1033779
45071	52040
450857	396244
451189	451189
451765	451765
451932	592272
453159	889661
453180	1105326
45389	45389
45481	3630384
45562	45562
45894	49093
45916	45916
45919	45919
459276	459276
459403	1962478
459896	1124080
45996	4417511
460759	1113282
46172	586791
462576	462576
462832	462832
462836	812071
46324	46343
464073	746501
465094	811516
46567	46567
4681	4681
46892	46892
46917	46917
469744	212686
469824	342844
469852	365385
469853	132041
469858	484304
470139	45363
470236	369027
470273	484320
470460	137183
470761	846127
470823	851634
471141	4354540
471264	258587
47128	1124174
471352	4467810
471414	562825
4721	332042
4722	560403
47316	5778
47877	252922
48088	48088
48120	162491
4819	4819
48370	1140598
484442	790466
484444	484444
48550	2412266
48583	48583
486153	486153
48640	48640
48795	45515
48891	48891
489865	489865
49093	49093
49254	49254
492843	902837
494185	494185
494339	494339
49602	49602
49735	113165
49771	4480919
49837	1131759
50109	50109
501498	951794
501824	501824
50183	50183
501947	501947
5026	616682
50418	4318294
505965	505954
506992	507150
508075	1656943
50882	569691
509038	509038
509040	509040
509119	509119
509171	155441
509177	1951898
509179	509179
509440	509440
509442	368890
509492	192795
509493	509493
509494	509494
509560	160830
509776	509776
509779	4385354
509811	217920
509815	4321427
509891	509891
509892	814065
509899	509899
509915	4474641
509991	509991
510091	698294
510097	4381901
510156	532739
510359	510359
510547	510547
510548	510548
510622	510622
510706	510706
510870	510870
510871	510871
510933	563693
511044	938948
511162	182872
511168	591405
511250	785565
511363	4438284
511461	511461
511463	4331896
511469	511469
511753	4360158
511808	511808
511876	511876
511941	1130471
512004	512004
51207	4407904
512161	515953
512169	545487
512238	512238
512374	512374
512437	512437
512512	512512
512576	533242
512577	512577
512662	512662
512663	512663
512705	512705
513019	513019
513114	513114
513149	513149
513708	513708
513782	513782
513930	514241
514094	514094
514176	10952
514230	514230
514445	4296496
514462	4399780
514468	1140843
514741	529740
514911	514911
515258	515258
515331	834553
515381	515381
515620	527485
515629	516576
515746	576220
515855	515855
516056	4095276
516119	3889756
516264	368490
51657	51657
516574	516574
516702	651549
516703	220866
517013	4413170
51719	4473404
517623	130099
517627	517627
518013	518013
518155	621278
518211	518211
51823	128887
518314	518314
518316	525964
518772	529116
518773	73937
518775	518775
518900	524601
519211	261328
519353	519353
519584	267608
519588	519588
519677	519677
519748	784950
519827	368134
520046	520046
520320	520320
520322	520322
520505	524935
520995	520995
521447	521447
521496	521496
521515	521515
521628	521628
521792	521792
521795	521795
521924	630039
521927	521927
522294	525841
522630	522630
522839	4379538
522986	522986
523166	238955
523589	523589
523825	523825
524341	1107796
524433	524433
524583	527194
525	104576
525126	1100082
525208	837898
525302	525302
525323	525323
525329	530700
52545	52545
525495	1112693
525816	525816
526225	520931
526228	526228
526477	526477
526483	2188240
526485	803207
526486	526486
526531	360636
526614	526614
527005	527005
527171	4207350
527237	328856
527300	527300
527507	527507
52759	4288931
527669	527669
527817	530374
528008	519765
52810	52810
528303	925131
528432	528432
52859	52859
528722	528722
528842	4439603
528869	528869
528941	528941
529301	516223
529444	529444
529449	529449
529450	816454
529452	529452
529455	150547
529756	675063
530449	1003326
530814	530814
530994	530626
531410	2565174
531807	531807
531808	531808
531935	531935
532097	161011
532190	524649
532228	532228
532343	731141
532345	532345
532348	277518
532352	532352
532403	532403
532409	1112912
532612	533373
532681	532681
532693	4361327
532749	4415616
532823	532823
533156	816092
533160	533160
533168	562408
533434	752329
533436	634665
533480	533480
533488	533488
533642	2879379
533646	1120826
53381	332369
533903	533903
533975	533975
534010	670103
534024	565569
534180	534180
534213	534213
534315	4404465
534450	1111992
534454	534454
534493	4044059
534805	237703
534820	534820
534885	534885
534888	534888
534970	534970
534976	364179
535045	535045
535410	185950
535659	535659
535721	2068089
535743	535743
535868	658717
535916	535916
535946	4305211
536096	536096
536271	537508
536376	4400372
536400	1090634
536403	536403
536531	234790
536612	536612
536681	536681
536800	536800
536934	1144864
536960	9317
537030	537030
537033	537033
537101	4429536
537106	562534
53714	629791
537288	4408871
537320	645555
537328	1107314
537483	548079
537487	4304638
537651	169538
537674	537674
537810	537810
537892	4376329
538131	156611
538133	4481238
538197	538197
538279	538279
538394	538394
538418	588095
538601	538601
538602	538602
538684	538684
538685	538685
538954	550712
538956	538956
539199	824713
539260	1130437
539390	539390
539398	539398
539552	539552
539642	539642
539762	806566
539763	539763
539845	1700914
540055	540055
540150	550247
540154	4316918
540242	540242
540244	540244
540463	593347
540464	540464
540668	540668
540799	587098
540878	540878
541114	541114
541119	541119
541185	809239
541201	541201
541215	541215
541286	868555
541534	541534
541987	571589
542211	542211
542299	542299
542353	542353
542417	542417
542423	542423
542461	770004
542686	542686
542828	555495
542985	542985
542989	1110493
543064	543064
543094	543094
543154	93464
543260	543260
543630	786047
543900	543900
543902	543902
5441	5441
544122	726342
5442	5442
544235	565764
544371	780302
544376	539693
544546	2034540
544549	367946
544894	559489
544895	612706
544910	939157
544990	544990
545027	550023
545311	545311
545318	3369729
545434	760417
545572	545572
545577	545577
545744	545744
546043	699049
546061	546061
546063	4455317
546227	2985051
546261	828707
546263	1142437
546411	796713
546494	546494
54656	54656
546565	757981
546567	546567
546756	571363
546968	1941120
547134	547134
547138	753582
547217	547217
547353	643122
547361	1143771
547369	547369
547463	547463
547672	547672
547913	547913
547950	582075
548078	4403604
548153	548153
548352	159638
548398	548398
548460	548460
548626	548626
548700	866811
548705	719803
548781	2794
548785	548785
548876	152795
548878	548878
549001	549001
549083	4343194
549171	549171
549177	622073
549284	549284
549321	517412
549322	549322
549573	549573
549576	4373456
549666	549666
549831	549831
549833	336873
549837	549837
549839	832652
550044	707840
55005	354943
55007	128604
550256	6367
550320	550320
550326	550326
550329	550329
550431	4380507
550680	550680
550726	158044
550768	593488
550835	659717
550894	550894
551050	551050
551154	551154
551159	568970
551343	3046706
551391	569165
551394	551394
551640	551640
551710	222087
551763	4305693
551791	551791
551871	551871
551873	952571
552235	552235
552238	3369303
552379	552379
552512	552512
552598	552598
552651	552651
552687	552687
552763	4469662
552860	3471257
552904	2766655
55293	1142767
553028	553028
553141	3154121
553315	552035
553394	553394
553459	142573
553480	1037111
553485	553485
553486	192255
553489	553489
553562	553562
553643	553643
553966	649530
553968	4340285
554141	4437284
554142	652627
554144	554144
554148	757344
554270	318782
554436	554436
554537	22289
554611	554611
554911	554911
554916	554916
555067	555067
555131	780218
555144	555144
555145	555145
555230	555230
555365	99373
555400	555400
555401	358766
55541	4431592
555479	555479
555602	706728
555816	555816
555896	555896
556103	556103
55625	8114
55626	55626
5563	844535
556399	91255
556452	556452
556485	2473794
556529	556529
556772	33766
556802	556802
556808	556808
556941	1080447
557044	221379
557137	557137
557161	557161
557462	557462
557496	557496
557512	557512
557599	544678
558160	93798
558165	558165
558390	4483959
558391	558391
558394	558394
558408	810133
558480	558480
558481	535603
558483	558483
558568	558568
558685	587789
558878	558878
558949	1821516
559356	559356
559470	559470
559606	559606
559623	559623
559688	559688
559935	559935
559936	559936
559937	4434753
559974	584397
560042	560042
560135	560135
560209	735769
560419	590564
560620	560620
560624	560624
560795	605570
560820	560820
560981	560981
560989	679717
561163	1112813
561312	561312
561316	4459669
561319	2098
561393	3267604
561398	561398
561500	254446
561935	561935
561936	538385
561978	561978
562114	562114
562244	562244
562251	562251
562351	612386
562572	565583
562576	562576
562583	562583
56266	17112
562834	1130824
562970	591265
562971	718329
563192	563192
563246	606789
56341	56341
563475	563475
563533	754800
563535	563535
563606	563606
563626	1108268
563636	572331
563745	214977
563875	250050
563896	563896
5645	5645
564511	721723
564701	511760
564708	1146530
564978	551480
565073	565073
565133	565133
565421	718758
565514	565514
565517	808856
565670	254612
565674	565674
565783	278965
565822	565822
565944	565944
566038	568970
566260	566260
566266	570134
566268	669674
566270	566270
566274	566274
566300	512006
566368	566368
566383	566383
566420	566420
566658	609533
566717	566717
566820	566820
567145	567145
567222	567222
567307	567307
567349	567349
567387	567387
567394	555683
567399	567399
567486	567486
567604	135956
567801	565570
567929	567929
568129	568129
568243	568243
568244	568244
568248	232235
568391	568391
568551	568551
568555	568555
568628	568628
568744	568744
568748	4295894
568791	568791
568793	568793
568866	295996
568880	623331
568943	836450
568948	688259
569190	569190
569196	847896
569378	785501
569476	4444622
569672	569672
569732	569732
569736	569736
569794	732706
569799	569799
569838	609453
569973	552376
570070	612363
570079	570079
570224	570224
570232	570232
570233	1119975
570234	570234
570301	682821
570385	570385
5704	3663345
570593	776995
570650	570650
570752	30146
570755	570755
570893	873887
570897	570897
570898	173715
570916	570916
571264	571264
571269	571269
571405	3308422
571406	571406
571563	571563
571736	571736
571794	1846390
571852	593138
571883	825455
571889	361045
572202	565301
572203	572203
572204	572204
572325	572325
572519	572519
572612	688140
572783	572783
572787	805469
572792	546403
572799	4404738
572865	578719
572867	572867
572909	4420234
572984	572984
573052	573052
573223	573223
573505	1002608
573551	573551
573582	805334
573586	555371
5737	823023
573706	573706
573802	350331
573932	573932
574156	652208
574158	574158
574253	655665
574254	574254
574256	132815
574531	574531
574533	574533
574535	574535
574536	644018
574623	574623
574651	574651
57470	4352676
57471	57471
57474	57474
57475	57475
574876	574876
574980	574980
574989	574989
575324	575324
575419	575419
575437	575437
575662	894047
575746	562311
575979	575979
576053	4396454
576054	576054
576056	576056
576231	576231
576266	112903
576268	576268
576348	576348
576663	1757845
576693	576693
576695	826658
576793	818429
576808	576808
576883	1123870
577030	577030
577040	577040
577133	275143
577136	577136
577544	577544
577547	577547
577588	577588
577671	577671
578045	578045
578047	578047
578072	337214
578073	578073
578127	733241
578132	4275953
578134	4457211
578270	84396
578421	4367988
578422	578422
578427	578427
578429	108491
578581	578581
578586	578586
578588	578588
578799	3160267
578828	578828
578850	578850
579107	582813
579255	579255
579256	579256
579376	4390466
579574	155989
579785	579785
579801	579801
579975	579975
580258	580258
580493	680449
580653	63459
580658	541162
580844	580844
580870	152730
581081	131516
581087	569407
581231	581231
581851	563439
581953	581953
581955	581955
582011	582011
582012	236991
582097	582097
582110	582110
582122	582122
582243	3667535
582252	4421341
582257	582257
582419	3603310
582472	582472
582533	139278
582535	931708
582609	582609
582684	536121
582822	582660
582846	582846
583381	583381
583403	583403
583489	583489
583561	583561
583562	369602
583653	4303191
583654	538768
58374	58374
583760	583760
583767	583767
583769	103730
583792	540723
583876	567312
583985	583985
584134	588071
584137	584137
584565	584565
584600	584600
584851	584851
584900	584900
584987	584987
585141	4313487
585214	585214
585352	4434375
585355	247631
585568	585568
585650	585650
585679	585679
586182	586182
58620	1138370
58621	584085
58624	1143742
58625	58625
58627	58627
586275	586275
58628	1122930
58630	1139304
58631	141560
58632	1806896
58633	58633
58634	58634
586430	208779
586438	809140
586441	586441
586535	322070
586538	787618
586558	586558
586760	586760
586766	586766
586924	4394926
586929	587592
587032	587032
587045	587045
587231	987428
587238	587238
587357	4101335
587370	2736749
587371	550219
587379	545620
587570	587570
587573	587573
587574	587574
587652	536147
587656	4454276
587962	587962
588023	588023
588111	110938
588313	592779
588390	110361
588567	588567
588730	588730
588737	4472074
588867	588867
588882	2146124
588889	588889
588961	588961
588996	577568
589048	240732
589130	821609
589134	576229
589372	589372
589598	509796
589714	589714
589761	589761
589769	589769
589861	565425
589864	589864
590022	590022
590193	265260
590343	590343
590356	590356
590543	590543
590547	590547
590548	590548
590639	590639
590674	590674
590745	2726907
591087	591087
591123	1013670
591247	570080
591314	591314
591318	591318
591399	591399
591626	4400395
591747	591747
591751	715885
591865	591865
592058	3695905
592303	592303
592305	581549
592571	200720
59268	1097711
592773	4381548
592776	4443384
592861	829266
592877	592877
593016	593016
593017	593017
593092	4441005
593096	593096
593113	36150
593115	538848
593201	593201
593321	4304927
593420	593420
593427	4452523
593511	593511
593515	593515
593701	584005
593931	343239
594040	594040
594282	510854
594313	4377483
594324	588419
594327	594327
60160	60160
60163	60163
60164	60164
60360	555568
60453	60453
60454	60454
60551	229644
60555	60604
60741	1136972
60763	4362819
61192	61192
61307	61307
61877	61877
62508	657469
62638	4354611
62639	1129461
62747	179312
62950	2526440
63105	4395382
63106	4448753
63143	156681
633	555646
6365	6365
6368	6368
63771	63771
64506	64506
64742	639311
6539	49602
65453	4342131
65692	65692
66026	66026
66192	712677
66199	66199
6673	6674
6678	3121918
67478	67478
6857	4367588
68789	328525
68874	835376
69411	1692905
69757	811894
69942	4334844
69947	69947
69992	69992
69993	69993
70343	674986
70346	70346
70461	70461
70950	70950
7098	157722
71107	309489
71214	71214
71267	63696
7129	40205
71422	514045
7214	7214
72198	72198
72378	72378
72830	72830
72831	806709
72909	72909
72978	123927
73000	73000
73001	73001
73086	73086
7316	7316
73167	37115
73191	61812
73211	73211
73215	73215
73220	107978
73295	4406939
73311	326605
73391	153243
73940	73940
74091	1072787
74255	74255
74426	4377532
7470	7470
7473	7473
752	752
7539	7539
75534	3804335
75633	1108899
758	766
7603	7604
7606	7606
7608	7608
76393	76393
76944	4402457
77025	321991
77547	1126149
77675	77675
77676	77676
77677	142525
77712	518452
77730	210576
77749	613024
77837	225774
77884	132484
78015	135930
78064	78064
78066	1679581
78149	620035
78348	141434
78555	1144180
79117	79117
79132	79132
7933	7932
79332	292798
79338	1119959
7938	813548
79412	79412
79413	79413
79418	79418
79493	620418
79600	79600
7972	7972
80104	80876
80105	83705
80181	80181
8100	112881
8101	8102
81033	249816
8105	8105
8106	8106
8107	8107
8109	1548009
81096	361600
81251	574249
81307	81307
81340	81340
81472	578893
81554	81554
81681	81681
81682	81682
81861	109124
82695	561795
82696	945171
83011	83011
83271	4361093
83349	83349
83399	83399
83477	8015
83497	4450059
83737	83737
83738	1137869
83820	576230
84007	4300668
84124	84124
8424	104313
84240	84240
84917	240784
85254	86606
85522	85522
85525	332958
85846	1141106
86097	86097
8619	8619
86480	86480
86523	1114358
86531	536363
86715	714766
8717	1120153
87194	4437491
87218	87218
87579	3875675
87601	681246
87605	10430
87839	87839
88092	88092
88113	579451
8823	664955
88603	135897
88682	88682
88820	88820
88876	88876
8895	813917
89166	798217
89333	89333
89337	89337
8952	526534
89521	89923
89525	4423410
89553	89553
89799	1640195
89854	826144
90192	4322107
90194	204108
90198	90198
90210	4305126
90217	90217
90388	4349891
90431	4469302
91168	4427090
9118	811482
91369	91369
91512	91512
91513	91513
91824	144713
91829	91829
91947	91947
91949	822903
921	921
9210	4433053
92131	92131
92134	2480553
9217	9213
9314	9314
93147	1887417
93469	93469
93549	4477865
94077	94077
94128	94128
94468	238739
94589	94589
94733	94733
94821	544253
9501	108732
9502	1134168
9504	9504
95349	95349
95448	4387763
9577	4479695
95847	95847
96001	1108903
96086	96086
96366	4441911
96705	4365807
96902	96902
96909	2936530
96941	96941
97263	97263
97664	764485
97753	97753
98176	98176
98223	96301
98371	98371
9838	1134377
98407	3886617
98890	98890
98891	98891
98961	4393554
98963	1145787
98965	129089
99031	99031
99071	99071
99079	4482705
99135	99135
99139	825758
99274	1132891
99316	1128536
99331	99331
99400	99400
99405	1109927
99408	99408
99484	568898
99619	99619
99697	2454140
99698	4475477
99699	99699
99814	168726
99923	539547
99927	99927
100054	100054
100155	652820
100156	1122547
100157	257611
100187	1139687
100198	100198
100364	143309
100505	1139946
100506	100506
100508	100508
100870	100870
100930	100930
100933	100933
100937	100937
101011	101011
101014	572985
101015	101015
101165	4424923
101169	2267861
101280	4153526
101366	779944
101367	240331
101368	41749
101369	3513545
101374	2641600
101407	101407
101445	101445
101565	101565
101670	101670
101672	101672
101704	101704
101707	101707
101837	101837
102175	108905
102201	28341
102242	1142215
102284	102284
102321	102321
102328	4307265
102457	697456
102459	27711
102610	822040
102617	99718
102699	244657
102729	102729
102794	102794
102820	108824
102864	102864
102867	1135883
103055	578322
103057	103057
103151	103151
103155	4380507
103157	2598752
103264	103264
103349	103349
103425	103425
103428	270659
103569	300096
103580	103580
103585	4431230
103586	142257
103589	754843
103639	714176
103742	103742
103744	103744
103842	747539
103846	103846
104039	104039
104064	1110231
104105	104105
104182	103395
104189	104189
104230	555628
104346	4355504
104347	697456
104427	104427
104463	104463
104466	104466
104488	841609
10454	4469781
10455	10455
104551	104551
104555	4428924
104557	512687
104585	586356
10459	10459
104610	104610
104793	801210
104934	567241
104956	104956
104957	349854
105070	793461
105077	105077
105108	105108
105109	105109
105188	106839
105272	101085
105343	105343
105344	4288025
105349	2883968
105448	105448
105561	105561
105563	1124064
105568	253863
105639	4415706
105731	105370
105738	105738
105813	105813
106027	106027
106099	106099
106103	1140199
106107	106737
106108	106108
106279	547764
106335	106335
106370	2971192
106374	106991
106379	617160
106394	108911
106416	106316
106498	106498
106510	106510
106518	9564
106519	619224
106612	106612
10672	10672
106751	106751
106754	106754
106960	701163
106966	107275
107082	338052
107192	805161
107241	107241
107242	581514
107427	2916972
107428	107428
107429	580625
107461	107461
107506	107506
107507	146917
107509	3365024
107581	107581
107586	107586
107632	753560
107637	107637
107774	1135355
107777	107777
10792	587972
10794	10794
107952	2376255
108028	694975
108357	100796
108396	108396
108479	108479
108543	1099856
108547	108547
10857	562603
10858	4312430
10859	10859
108606	108659
108675	262433
108677	1138936
108784	108784
108786	780354
108882	108882
108883	1112866
108964	108964
109002	1140356
109042	1136217
109048	109048
109088	109088
109089	109124
109232	1104566
109253	1074804
109271	109271
109541	4226619
109546	188276
109633	109633
109705	141825
109707	109707
109787	109787
109789	109789
109915	10758
109954	308872
109956	4035247
110034	110034
110103	110103
110187	110187
110239	128717
110332	3544894
110374	513894
110461	110461
110665	111272
110805	111335
110807	110751
110842	110842
110885	110885
110953	110399
110968	181084
111130	111130
111134	1013285
111135	111135
111136	111136
111271	111271
111273	111273
111337	34202
111427	111427
111580	912372
111852	111852
111856	111856
111897	1720567
11190	561090
11191	108491
111913	274098
111916	4465296
111917	4479625
11193	100901
111978	111978
111995	111995
112162	173448
112166	112166
112277	112277
112280	112280
112374	112374
112412	112412
112414	509712
11262	11262
11265	540513
11266	11266
11267	11267
11269	584671
112750	112750
112751	112751
112752	112752
112916	112916
113021	113021
113210	113210
113212	113212
113293	113293
113298	113298
113331	113331
113333	1800048
113362	64222
113368	113368
113400	113400
113404	113404
113407	1105601
113532	113532
113533	113533
113562	984280
113643	1109205
113648	113648
113691	529467
113754	113754
113763	584055
113767	113767
11380	1124877
113900	1141646
113934	113934
113935	113935
113976	113976
113978	113978
113979	113979
11399	11399
114000	114000
114136	114136
114139	4337631
114215	114215
114246	114246
11431	11431
114335	114335
114347	114347
11435	11435
114404	4470500
114407	845272
114481	114481
114488	178657
114611	114611
114612	806665
114657	114657
114698	114698
114716	114716
114755	114755
114756	4407309
114798	114798
114813	114813
114814	1585090
114816	114816
114895	35565
114912	114912
114914	4407228
114917	114917
114952	218032
114994	166156
115142	14124
115144	4327415
115149	115149
11544	11544
11729	1134462
119236	119236
119242	119242
119501	125947
11985	11985
119955	119955
121180	121180
12163	821644
12168	12168
1220	1220
122054	122054
1222	1222
1227	1227
122869	4297459
123281	123281
12338	47463
12447	542066
12515	566396
125448	125448
126086	53290
12618	621322
12619	12619
126228	822602
12650	822770
126508	126508
126847	1146540
12697	826597
127542	120842
127630	127630
12794	12794
128185	230360
128536	544806
128686	562878
129033	106316
12938	12938
129642	129642
129692	129692
12970	4417388
12972	329490
12978	12978
12979	649178
130002	130002
130007	130007
130029	714
130081	130081
130088	130088
130238	272974
130540	130540
130703	130703
130706	197265
130709	131487
130916	698164
130918	1118847
131119	624463
13115	13115
131214	4336079
131783	12564
131965	3231019
132098	132098
132112	132112
132251	183459
132359	132359
132493	160453
132563	4432762
132704	132704
132749	609893
132784	132784
132981	132981
133295	1087556
133396	133396
133425	4324618
133580	237589
13361	13361
133671	134174
133676	259885
134023	565693
134191	134191
134422	134422
134428	134428
13449	13449
134748	134748
1349	2130193
135282	135282
135284	645358
135311	135311
135374	135374
135574	135574
135576	135576
135577	135577
135579	135579
13568	13568
135754	4440945
135820	135820
135860	135860
135862	135862
135980	1128234
135981	135981
136003	136003
136008	136008
136009	136009
136044	136044
136210	136092
136211	136211
136218	136218
136291	783224
136362	136362
136472	4469252
136474	582679
136477	136478
136536	756603
136672	1112570
136736	136736
136814	1136287
136819	136819
136948	136948
137061	137061
137145	304640
137302	137302
13735	303702
137387	341094
137499	137499
137560	137560
137566	520638
137567	4339173
137651	2579229
137652	137652
137666	4303249
137669	137669
137712	4450230
137756	754800
13779	13779
137809	2525736
138015	305094
138090	171696
138099	138099
138165	565318
138206	697954
138207	114587
138368	138368
13844	13844
13860	1740499
138635	3264213
138735	1125832
138738	4314827
138834	139395
138972	810889
138974	4412514
139001	1136466
139004	139004
139150	4324064
139153	139153
139156	1143376
139214	1029559
139216	2124721
139363	809437
13948	258046
139504	139504
13951	347732
139543	139543
139719	688700
139871	268365
139948	328472
140077	4373812
140135	4202226
140175	140175
14021	573289
140226	754823
140229	140229
14023	584463
14027	14027
140384	270611
140388	4406968
140547	140547
140627	140627
140755	140755
140758	140758
140783	140783
140795	528952
1408	172621
140817	835045
140818	140803
140920	140920
140921	140921
140923	540737
140927	4321316
140993	140993
140996	140996
14101	95597
141039	747204
14105	818838
14108	250270
14109	14109
141171	141171
141173	141173
141179	4445551
141222	144578
141259	1110787
141261	141261
141263	141263
141267	4347970
141304	141304
141407	4470500
141577	549506
141636	141636
141639	4469401
141770	141770
141771	141771
141782	141782
14180	14180
141801	4469043
141809	141809
14182	704387
141842	141842
141867	141867
141924	141924
141966	141966
141967	141967
142062	142062
142065	657203
142066	323473
142068	191237
142166	142166
142192	142488
142260	142260
142262	329652
14227	4473664
142448	142448
142563	4379449
142565	142565
142768	4305296
142841	956988
142842	1135364
142849	142849
142997	143101
143003	576810
143008	199958
143205	558885
143212	143212
143213	670511
143216	143216
143411	231172
143416	253161
143418	143418
14343	14343
143437	143437
143472	555970
143475	143475
14348	14348
143532	143532
143575	511853
143638	143638
143711	300417
143713	143713
143718	568228
143735	13226
143824	143824
143828	143828
143866	143866
143990	1144212
143991	715993
144051	144051
144056	349459
144082	144082
144088	40718
144187	144187
144331	144331
144336	1139240
144456	191464
144552	144552
144692	349459
144699	1136010
144796	144796
144798	244479
144973	144973
144976	353494
145094	4453743
145097	145097
145098	112718
145257	145257
145286	145419
145365	148755
145605	4333086
14562	14562
145730	4335606
145732	145732
145733	154534
145735	145735
145737	145737
14612	168194
146166	4327769
14618	820668
146208	146208
146243	96731
146284	146284
146310	146310
146312	4329058
146366	271272
14641	4306488
146417	14457
146492	146492
146560	368097
146564	146564
146568	1126475
146754	327282
147100	147100
147107	142433
147439	147439
147472	147472
147600	4397076
147601	315098
147603	147603
147604	220524
147665	1133255
147802	147802
147807	163294
147885	4394695
148075	166515
148262	4439271
148264	317424
148269	148269
148689	148689
148699	148699
148721	148721
148765	148765
148852	148852
148858	148858
148915	148915
149078	4473744
149109	149109
149309	297025
149386	135780
149607	149607
149833	149833
149899	149899
150	150
150102	150102
150253	150253
150257	1073575
150328	150328
150422	561534
150492	3162119
150497	150497
150701	150701
15076	15076
150788	649271
150982	150982
151114	114383
151293	820738
151298	155362
151340	254248
151554	151554
151675	151675
15176	1722623
15179	1144015
151832	151832
151941	150989
152000	152000
152001	152001
152002	152002
152006	1146045
152124	152124
152231	270612
152235	152381
152371	152371
152373	152373
152374	152374
152376	152376
15250	91266
152604	152604
152605	152605
152630	1114023
152632	152632
152786	156504
152915	1056339
1530	4475594
153026	646622
153029	3856404
153253	153253
153350	153350
153471	351875
153472	155344
153542	1133464
153544	153544
153548	153548
153679	153679
153783	156438
153785	2571880
153964	156359
153965	153965
154102	154102
154106	2973395
154107	154107
154202	154202
154207	154207
15430	142203
15431	15431
15432	15432
154467	564941
154509	4312969
154661	1145194
154663	154663
154665	1139975
154801	154801
154802	4290143
155072	155072
155279	155279
155338	152292
155559	155559
15570	15570
15571	15571
155730	13953
155740	1138007
155746	155746
155852	155852
155886	155886
155911	4359834
155915	4412058
155951	155951
155954	155954
156032	156032
156154	156154
156296	256046
156323	586351
15637	15637
156429	1146205
156466	156466
156468	2874058
156500	1121144
156581	70260
156584	221609
156589	156592
156610	156610
156613	4449390
156700	156700
156701	4355314
156709	302726
156783	156783
156870	156870
156871	156871
156874	156874
157299	157299
157434	157434
157571	266474
157633	157633
157634	157634
157635	157635
157637	661152
157775	4446058
157866	157866
157989	242046
158008	158008
158084	158084
158130	815911
158132	158132
158411	158217
158413	157455
15850	15850
15851	15851
15854	694430
158622	4045630
158664	1118166
158667	158667
158754	806713
158785	158785
159001	1128644
15903	567316
15906	15906
159166	4056284
159169	4439699
159252	159252
159254	2450078
159464	1797847
15957	4325655
159590	4333253
159592	811877
159597	159617
159708	159708
159709	159709
159745	3886617
159749	1128880
159930	159930
159939	159939
160084	160084
160171	160171
160173	160173
160210	160210
160216	283847
160321	160321
160421	160421
160500	160500
160585	160585
160588	4321780
160651	160651
160732	4484286
160736	1115374
160953	160953
160955	644264
161147	161147
161235	161235
161340	32083
161345	1124748
161410	134181
161490	161490
161529	633310
162018	657390
162477	204801
162479	162479
162535	162535
162623	162623
162701	162701
162704	162704
162987	223651
163014	172936
163471	163471
163831	192539
16391	8028
163937	163937
163978	4465633
164098	164098
1641	1641
164160	164788
16466	111420
164660	164660
164702	162249
164787	1129599
164830	164830
164832	164832
164837	1110253
1649	4393521
164974	776873
165257	165257
165322	4449236
165325	1104160
165410	4299126
165418	195925
165490	165490
165512	772010
165597	350502
165611	165611
165612	630901
165613	4431171
165659	165659
165728	4363473
165827	165827
165946	1135947
166226	166226
166304	166304
166308	4449524
166677	170322
166922	166922
167034	167034
167719	167719
167950	167950
167952	242293
168046	168046
168047	168047
168060	47100
168427	4298525
168428	4364205
168588	2027409
168747	4296681
168811	168811
169102	511461
169182	169182
169231	169231
169235	169235
169373	169373
169378	169378
169379	188187
169423	4371349
169664	105501
169792	814433
169793	169793
169804	817969
169809	1855954
169882	169882
169943	228972
170083	170083
170206	163243
170248	170248
170551	704365
170555	170555
170720	170720
170726	170726
170768	170768
17078	375165
170823	951659
170827	170827
171157	171157
171195	171195
171684	171684
171686	168812
171772	171772
171777	171777
171844	171844
172090	172090
172484	172484
172538	197750
172587	172587
172643	172643
172878	172878
172879	4365027
173192	173192
173277	171718
173722	173722
173726	173726
173727	173727
173837	4343631
174021	174021
174029	4476708
174093	174093
174153	174153
174158	193840
174184	174184
174214	636430
174256	368203
174490	522254
174494	4355436
174557	186470
17473	17473
174847	174847
174920	338987
175235	1134701
175375	175375
175377	175377
17538	92231
175416	175416
175518	175518
175519	175519
175681	198085
175682	196724
175685	175685
175867	138178
175954	175954
175981	347639
176144	294791
176334	176334
176336	179911
176766	642818
176767	71214
176856	176856
176858	176858
177340	177340
177349	177349
177445	103456
177602	177602
177607	177607
177731	177731
177737	177737
177772	190320
177969	264134
178173	178173
178175	825214
178178	178178
178223	196913
178224	178224
178306	178306
178399	897662
178486	644244
17854	2055565
178571	178571
178577	297753
178578	361811
17859	17859
178779	178779
178809	178809
178860	178860
178930	178930
179079	302066
179130	2937207
179131	142511
179228	361845
179381	305247
179415	4441804
179447	341657
179541	179541
179795	195805
179894	164500
179898	292428
179905	179905
179964	179964
180065	180065
180108	180108
180216	180216
180288	180288
180390	180390
180432	180707
180438	194599
180502	180502
180638	180638
18066	18066
180770	176511
180800	180800
180881	180881
180927	180927
180928	193341
181003	181003
181042	920852
1813	4037775
181330	181330
181331	181331
18143	3641986
181589	181589
1818	1818
181853	181853
181955	183267
182111	182111
182119	182119
182190	192462
182221	241224
182308	182308
182506	182506
182878	188052
183145	183145
183227	294014
183362	183362
183410	544996
183867	183867
