Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
S168.141217	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V59, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F10.141305	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V160, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S11.141249	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V12, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S164.141301	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V55, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S21.141162	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V81, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S148.141242	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V42, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S186.141207	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V74, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M46.141278	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V175, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S28.141283	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V87, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S59.141263	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V115, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F46.141165	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V179, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S138.141208	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V36, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F14.141326	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V162, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S87.141310	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V140, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S133.141205	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V32, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S56.141230	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V113, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S167.141187	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V58, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S110.141317	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V13, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S44.141194	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V103, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S130.141293	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V29, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S3.141318	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V89, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S160.141312	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V51, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S107.141220	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V9, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M32.141256	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V157, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S151.141178	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V43, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S33.141188	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V93, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S4.141269	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V99, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S100.141261	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V4, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S26.141152	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V86, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S80.141219	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V135, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S73.141288	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V128, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S105.141148	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V7, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S79.141227	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V134, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S19.141239	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V77, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F24.141175	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V166, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F44.141232	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V178, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S181.141159	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V69, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M22.141223	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V153, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M40.141268	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V172, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S78.141196	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V133, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S88.141296	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V141, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M12.141195	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V149, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S111.141161	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V14, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M14.141224	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V150, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M16.141213	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V151, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S183.141276	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V71, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S158.141279	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V48, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S16.141323	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V50, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S176.141167	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V65, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F42.141206	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V177, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S131.141234	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V30, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S161.141212	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V52, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F26.141204	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V167, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S1.141274	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V2, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S98.141325	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V147, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S93.141158	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V145, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S170.141233	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V62, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S132.141151	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V31, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S189.141185	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V76, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M34.141225	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V158, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S29.141311	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V88, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S85.141253	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V138, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S71.141260	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V127, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F12.141235	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V161, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F16.141290	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V163, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S178.141241	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V67, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S39.141186	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V98, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M20.141303	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V152, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S12.141315	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V22, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S48.141211	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V106, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S146.141270	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V40, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S31.141291	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V91, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S65.141231	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V121, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S5.141170	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V108, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S38.141321	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V97, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S43.141201	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V102, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S40.141244	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V100, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S162.141198	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V53, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S119.141189	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V21, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S157.141289	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V47, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S69.141181	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V124, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S135.141164	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V34, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M26.141172	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V155, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S147.141149	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V41, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S45.141166	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V104, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S70.141169	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V126, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
S92.141308	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V144, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F34.141258	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V170, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810606	3	0.034209793	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
Plaque252.280167	Human oral, gut, and plaque microbiota in patients with atherosclerosis, human plaque	QDB_0349	ID:0000002	gut	0.1430759508	3	0.034209793	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000019	bodily fluid		
Plaque243.280196	Human oral, gut, and plaque microbiota in patients with atherosclerosis, human plaque	QDB_0349	ID:0000002	gut	0.1430759508	3	0.034209793	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
Mouth32.280183	Human oral, gut, and plaque microbiota in patients with atherosclerosis, human oral	QDB_0349	ID:0000002	gut	0.1430759508	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
Feces659.280132	Human oral, gut, and plaque microbiota in patients with atherosclerosis, human gut	QDB_0349	ID:0000002	gut	0.1430759508	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
UBT30.660772	Kelley nicu contamination, Swab was taken from NICU baby open bedside touch screen on vitals monitoring device UCSD	QDB_0386	ID:0000020	mouth	0.0880332586	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UIW23.660774	Kelley nicu contamination, Swab was taken from NICU incubator white turn handles to open incubator UCSD	QDB_0386	ID:0000020	mouth	0.1119766712	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UWR21.660749	Kelley nicu contamination, Swab was taken from NICU traveling weigh cart drawer handles2 UCSD	QDB_0386	ID:0000020	mouth	0.1016640476	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MDB7.660769	Kelley nicu contamination, Swab was taken from NICU door button surface2 MB	QDB_0386	ID:0000020	mouth	0.1225035957	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MBT14.660752	Kelley nicu contamination, Swab was taken from NICU baby open bedside touch screen on vitals monitoring device MB	QDB_0386	ID:0000020	mouth	0.0880332586	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UPK18.660765	Kelley nicu contamination, Swab was taken from NICU Pyxus Med machine keyboard UCSD	QDB_0386	ID:0000020	mouth	0.1066961704	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UWR20.660776	Kelley nicu contamination, Swab was taken from NICU traveling weigh cart drawer handles1 UCSD	QDB_0386	ID:0000020	mouth	0.1016640476	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UBD22.660753	Kelley nicu contamination, Swab was taken from NICU baby open bedside diaper counter machinE UCSD	QDB_0386	ID:0000020	mouth	0.0983561946	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MBR13.660762	Kelley nicu contamination, Swab was taken from NICU Baby open bedside drawer handle beneath bed MB	QDB_0386	ID:0000020	mouth	0.093467426	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UIK27.660759	Kelley nicu contamination, Swab was taken from NICU incubator computer keyboard UCSD	QDB_0386	ID:0000020	mouth	0.121880677	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MBP17.660767	Kelley nicu contamination, Swab was taken from NICU baby open bedside plastic exterior2 MB	QDB_0386	ID:0000020	mouth	0.103936476	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MSS1.660763	Kelley nicu contamination, Swab was taken from NICU sink handles MB	QDB_0386	ID:0000020	mouth	0.1396060658	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MPK2.660771	Kelley nicu contamination, Swab was taken from NICU Pyxus Med machine keyboard MB	QDB_0386	ID:0000020	mouth	0.1066961704	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UIR24.660760	Kelley nicu contamination, Swab was taken from NICU incubator drawer handle beneath incubator UCSD	QDB_0386	ID:0000020	mouth	0.1136021332	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MWR15.660764	Kelley nicu contamination, Swab was taken from NICU traveling weigh cart drawer handles1 MB	QDB_0386	ID:0000020	mouth	0.1016640476	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MIK12.660773	Kelley nicu contamination, Swab was taken from NICU incubator computer keyboard MB	QDB_0386	ID:0000020	mouth	0.121880677	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MSC8.660757	Kelley nicu contamination, Swab was taken from NICU sink cabinet handles MB	QDB_0386	ID:0000020	mouth	0.1259180833	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MIR11.660750	Kelley nicu contamination, Swab was taken from NICU incubator drawer handle beneath incubator MB	QDB_0386	ID:0000020	mouth	0.1136021332	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MDB6.660747	Kelley nicu contamination, Swab was taken from NICU door button surface1 MB	QDB_0386	ID:0000020	mouth	0.1225035957	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UDB31.660751	Kelley nicu contamination, Swab was taken from NICU door button surface2 UCSD	QDB_0386	ID:0000020	mouth	0.1225035957	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
USO26.660754	Kelley nicu contamination, Swab was taken from NICU counter next to sink UCSD	QDB_0386	ID:0000020	mouth	0.138056674	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UBR25.660755	Kelley nicu contamination, Swab was taken from NICU Baby open bedside drawer handle beneath bed UCSD	QDB_0386	ID:0000020	mouth	0.093467426	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
